"seqnames","start","end","width","strand","SYMBOL"
"chr19",37407231,37488834,81604,"+","ZNF568"
"chr19",41931264,41934635,3372,"-","B3GNT8"
"chr19",46733009,46734500,1492,"+","IGFL1"
"chr19",58011309,58029772,18464,"+","ZNF773"
"chr1",11751781,11780336,28556,"+","DRAXIN"
"chr1",16722176,16763919,41744,"-","SPATA21"
"chr1",43272723,43283059,10337,"-","SVBP"
"chr1",47137497,47139256,1760,"+","TEX38"
"chr1",55107427,55175939,68513,"+","MROH7"
"chr1",78245309,78345225,99917,"+","MIGA1"
"chr1",228270361,228286913,16553,"+","ARF1"
"chrX",48818639,48828251,9613,"-","KCND1"
"chr1",156863523,156886226,22704,"+","PEAR1"
"chr1",168195255,168212088,16834,"+","SFT2D2"
"chr1",222791444,222841351,49908,"+","MIA3"
"chr1",226736501,226796915,60415,"+","STUM"
"chr1",231154704,231175995,21292,"-","FAM89A"
"chr7",119913722,120390387,476666,"+","KCND2"
"chr22",21827287,21871780,44494,"-","PI4KAP2"
"chr2",24338244,24346151,7908,"-","PFN4"
"chr2",24299728,24397519,97792,"+","FAM228B"
"chr2",39186429,39187485,1057,"-","LOC375196"
"chr1",112318454,112531777,213324,"-","KCND3"
"chr2",97779233,97930257,151025,"+","ANKRD36"
"chr2",114341230,114356613,15384,"+","WASH2P"
"chr2",152104728,152118389,13662,"-","RBM43"
"chr2",177494309,177502302,7994,"-","LINC01116"
"chr2",182401401,182545392,143992,"-","CERKL"
"chr21",35818986,35884573,65588,"-","KCNE1"
"chr2",219221579,219232817,11239,"+","CATIP"
"chr2",238707388,238751451,44064,"+","RBM44"
"chr2",241631262,241637900,6639,"+","AQP12A"
"chr3",9540045,9595486,55442,"-","LHFPL4"
"chr3",44283378,44373590,90213,"+","TOPAZ1"
"chr3",49306030,49314508,8479,"-","C3orf62"
"chr3",52870772,52931597,60826,"-","TMEM110"
"chr3",196366656,196388874,22219,"+","NRROS"
"chr2",11052063,11054351,2289,"+","KCNF1"
"chr5",43486803,43515273,28471,"-","C5orf34"
"chr5",65892176,66465423,573248,"+","MAST4"
"chr5",175665370,175772990,107621,"+","SIMC1"
"chr20",49620193,49639675,19483,"-","KCNG1"
"chr6",58246159,58287724,41566,"-","GUSBP4"
"chr6",87992697,88038996,46300,"-","GJB7"
"chr7",49813257,49952138,138882,"+","VWC2"
"chr7",75024903,75040279,15377,"+","TRIM73"
"chr1",210851657,211307457,455801,"-","KCNH1"
"chr7",100813774,100823557,9784,"-","NAT16"
"chr7",102993177,103086624,93448,"-","SLC26A5"
"chr7",103969104,104549003,579900,"+","LHFPL3"
"chr7",128502505,128550773,48269,"-","KCP"
"chr8",145086582,145102015,15434,"+","SPATC1"
"chr19",60951,70966,10016,"-","WASH5P"
"chr7",150642044,150675402,33359,"-","KCNH2"
"chr9",34521040,34523037,1998,"-","ENHO"
"chr9",67254267,67289492,35226,"-","AQP7P1"
"chr9",72324438,72374876,50439,"-","PTAR1"
"chr9",98637900,98767137,129238,"+","ERCC6L2"
"chr9",131038425,131051268,12844,"+","SWI5"
"chr9",132374504,132383055,8552,"-","C9orf50"
"chr9",140354405,140444986,90582,"-","PNPLA7"
"chr1",955503,991499,35997,"+","AGRN"
"chr9",140119644,140120763,1120,"+","CYSRT1"
"chr11",128707909,128737268,29360,"-","KCNJ1"
"chr17",68164814,68176183,11370,"+","KCNJ2"
"chr10",124516210,124557161,40952,"+","DMBT1P1"
"chr2",155555093,155714864,159772,"+","KCNJ3"
"chr22",38822333,38851205,28873,"-","KCNJ4"
"chr12",70002345,70004942,2598,"-","LRRC10"
"chr11",128761313,128787951,26639,"+","KCNJ5"
"chr14",65412532,65438875,26344,"-","RAB15"
"chr21",38996785,39288741,291957,"-","KCNJ6"
"chr12",21917889,21927755,9867,"-","KCNJ8"
"chr17",55122839,55124156,1318,"+","RNF126P1"
"chr19",17581300,17616977,35678,"+","SLC27A1"
"chr1",160051360,160059212,7853,"+","KCNJ9"
"chr1",160007257,160040051,32795,"-","KCNJ10"
"chr1",201489032,201489720,689,"+","RPS10P7"
"chr11",17406796,17410878,4083,"-","KCNJ11"
"chr17",21279699,21323179,43481,"+","KCNJ12"
"chr22",30877277,30877743,467,"-","SDC4P"
"chr2",233630512,233641275,10764,"-","KCNJ13"
"chr2",113033178,113097640,64463,"+","ZC3H6"
"chr12",49329992,49351252,21261,"-","ARF3"
"chr19",48958964,48969367,10404,"+","KCNJ14"
"chr2",239047363,239061547,14185,"+","KLHL30"
"chr3",46783581,46854064,70484,"-","PRSS45"
"chr21",39601837,39673746,71910,"+","KCNJ15"
"chr17",68071366,68131746,60381,"+","KCNJ16"
"chr1",233749750,233808258,58509,"+","KCNK1"
"chr1",215178885,215410436,231552,"+","KCNK2"
"chr8",11994677,11996269,1593,"-","USP17L2"
"chr8",86132845,86352138,219294,"+","CA13"
"chr2",26915581,26954066,38486,"+","KCNK3"
"chr10",78629359,79397577,768219,"-","KCNMA1"
"chr9",140328816,140335901,7086,"-","ENTPD8"
"chr5",169805165,169816681,11517,"-","KCNMB1"
"chr3",57557090,57583215,26126,"-","ARF4"
"chr19",18062111,18109930,47820,"+","KCNN1"
"chr5",113698016,113832197,134182,"+","KCNN2"
"chr1",154669942,154842754,172813,"-","KCNN3"
"chr19",44270685,44285409,14725,"-","KCNN4"
"chr11",2466221,2870340,404120,"+","KCNQ1"
"chr20",62037542,62103993,66452,"-","KCNQ2"
"chr8",133133105,133493004,359900,"-","KCNQ3"
"chr20",43720950,43729753,8804,"-","KCNS1"
"chr1",10490159,10502872,12714,"+","CENPS"
"chr8",99439250,99443023,3774,"+","KCNS2"
"chr7",130628919,130794653,165735,"-","LINC-PINT"
"chr1",26517119,26529033,11915,"+","CATSPER4"
"chr21",46419127,46424642,5516,"-","PICSAR"
"chr21",23095613,23109639,14027,"-","LINC00317"
"chr21",46839631,46844985,5355,"-","COL18A1-AS1"
"chr6",18120718,18122851,2134,"-","NHLRC1"
"chr7",122341720,122343021,1302,"-","RNF148"
"chr11",65265233,65273939,8707,"+","MALAT1"
"chrY",24026223,24329089,302867,"-","RBMY1E"
"chr17",41476353,41478504,2152,"+","ARL4D"
"chr2",18059114,18114225,55112,"+","KCNS3"
"chr5",54824670,54830370,5701,"-","RNF138P1"
"chr14",58732083,58764855,32773,"-","PSMA3-AS1"
"chr4",55944426,55991762,47337,"-","KDR"
"chr7",142638201,142659503,21303,"-","KEL"
"chr2",27309611,27323619,14009,"+","KHK"
"chr5",61601989,61683011,81023,"+","KIF2A"
"chr2",26149455,26205443,55989,"-","KIF3C"
"chr12",57943847,57978554,34708,"+","KIF5A"
"chr10",32297938,32345371,47434,"-","KIF5B"
"chr11",107992258,108018891,26634,"+","ACAT1"
"chr2",149632792,149883273,250482,"+","KIF5C"
"chr16",57792129,57896733,104605,"-","KIFC3"
"chr19",55250953,55295778,44826,"+","KIR2DL1"
"chr19_gl000209_random",21911,36449,14539,"+","KIR2DL2"
"chr19",55249974,55295778,45805,"+","KIR2DL3"
"chr19_gl000209_random",38480,129113,90634,"+","KIR2DS1"
"chr19",55266473,55367367,100895,"+","KIR2DS4"
"chr7",127228406,127231759,3354,"+","ARF5"
"chr19_gl000209_random",21911,113132,91222,"+","KIR2DS5"
"chr19",55297774,55378670,80897,"+","KIR3DL1"
"chr19",55361898,55378670,16773,"+","KIR3DL2"
"chr19_gl000209_random",38480,84658,46179,"+","KIR3DS1"
"chr1",204159469,204165619,6151,"-","KISS1"
"chr4",55524095,55606881,82787,"+","KIT"
"chr19",51322404,51327043,4640,"-","KLK1"
"chr19",51376689,51383823,7135,"+","KLK2"
"chr4",187148672,187179625,30954,"+","KLKB1"
"chr14",50359736,50363772,4037,"+","ARF6"
"chr12",9747870,9760497,12628,"-","KLRB1"
"chr12",10594863,10607215,12353,"-","KLRC1"
"chr12",10579193,10588592,9400,"-","KLRC2"
"chr12",10564914,10588592,23679,"-","KLRC3"
"chr12",10457050,10469850,12801,"+","KLRD1"
"chr3",186435098,186462199,27102,"+","KNG1"
"chr6",131894344,131905472,11129,"+","ARG1"
"chr14",104029299,104167888,138590,"+","KLC1"
"chr10",94352825,94415152,62328,"+","KIF11"
"chr6",168399772,168445769,45998,"+","KIF25"
"chr16",29802034,29816706,14673,"+","KIF22"
"chr3",122140748,122233786,93039,"-","KPNA1"
"chr17",45727204,45761004,33801,"+","KPNB1"
"chr17",66031848,66042970,11123,"+","KPNA2"
"chr13",50273443,50367057,93615,"-","KPNA3"
"chr14",68086579,68118436,31858,"+","ARG2"
"chr3",160212783,160283376,70594,"-","KPNA4"
"chr6",117002367,117063030,60664,"+","KPNA5"
"chr5",72112418,72210215,97798,"+","TNPO1"
"chr13",98605929,98676550,70622,"+","IPO5"
"chr12",25358180,25403863,45684,"-","KRAS"
"chr11",71259466,71260653,1188,"+","KRTAP5-9"
"chr12",53068520,53074191,5672,"-","KRT1"
"chr12",53038342,53045959,7618,"-","KRT2"
"chr12",53183469,53189892,6424,"-","KRT3"
"chr12",53200327,53207900,7574,"-","KRT4"
"chr12",52908359,52914243,5885,"-","KRT5"
"chr12",52880958,52887181,6224,"-","KRT6A"
"chr12",52840435,52845910,5476,"-","KRT6B"
"chr12",52626954,52642709,15756,"+","KRT7"
"chr12",53290971,53343650,52680,"-","KRT8"
"chr17",39722094,39728310,6217,"-","KRT9"
"chr17",38974369,38978863,4495,"-","KRT10"
"chr17",39017430,39023462,6033,"-","KRT12"
"chr17",39657233,39661865,4633,"-","KRT13"
"chr17",39738531,39743147,4617,"-","KRT14"
"chr22",51007290,51021428,14139,"-","CHKB-CPT1B"
"chr2",7052407,7058813,6407,"-","RNF144A-AS1"
"chr17",39669997,39678026,8030,"-","KRT15"
"chr11",58346587,58393205,46619,"+","ZFP91-CNTF"
"chr4",44175920,44450824,274905,"-","KCTD8"
"chr13",45766988,45775175,8188,"-","KCTD4"
"chr5",153769329,153825382,56054,"-","SAP30L-AS1"
"chr12",122656577,122658746,2170,"-","IL31"
"chr21",45993606,45994987,1382,"+","KRTAP10-4"
"chr21",46011149,46012386,1238,"-","KRTAP10-6"
"chr21",46020497,46022091,1595,"+","KRTAP10-7"
"chr21",46047040,46048295,1256,"+","KRTAP10-9"
"chr21",45959068,45960078,1011,"-","KRTAP10-1"
"chr21",46066331,46067566,1236,"+","KRTAP10-11"
"chr21",45970318,45971388,1071,"-","KRTAP10-2"
"chr21",45999564,46000481,918,"-","KRTAP10-5"
"chr21",46031996,46032871,876,"+","KRTAP10-8"
"chr21",45977906,45978643,738,"-","KRTAP10-3"
"chr21",46077849,46078258,410,"+","KRTAP12-3"
"chr21",46074130,46074576,447,"-","KRTAP12-4"
"chr21",46117087,46117959,873,"+","KRTAP10-12"
"chr3",49754267,49757238,2972,"-","AMIGO3"
"chr11",3239174,3240043,870,"-","MRGPRG"
"chr16",32888797,32896463,7667,"-","SLC6A10P"
"chr19",56905045,56910544,5500,"+","ZNF582-AS1"
"chr17",39766031,39769079,3049,"-","KRT16"
"chr3",49396579,49449526,52948,"-","RHOA"
"chr6",28212490,28227011,14522,"-","ZKSCAN4"
"chr6",26839266,26924333,85068,"-","GUSBP2"
"chr6",134435111,134438818,3708,"-","HMGA1P7"
"chr6",86386725,86388451,1727,"-","SNHG5"
"chr6",149721495,149722182,688,"+","SUMO4"
"chr6",126661253,126669754,8502,"+","CENPW"
"chr6",127759551,127840500,80950,"-","SOGA3"
"chr6",109072857,109091145,18289,"+","LINC00222"
"chr6",118781935,119031238,249304,"-","CEP85L"
"chr7",34697897,34917944,220048,"+","NPSR1"
"chr17",39775692,39780882,5191,"-","KRT17"
"chr16",21529230,21531765,2536,"-","SLC7A5P2"
"chr6",170102257,170106402,4146,"+","C6orf120"
"chr11",1605572,1606513,942,"-","KRTAP5-1"
"chr11",1628795,1629693,899,"-","KRTAP5-3"
"chr11",71276609,71277666,1058,"+","KRTAP5-10"
"chr6",27292540,27293741,1202,"+","VN1R10P"
"chr6",25732661,25733089,429,"+","HIST1H2APS1"
"chr14",55880930,55907263,26334,"-","TBPL2"
"chr1",46805849,46830824,24976,"+","NSUN4"
"chr6",128029339,128239776,210438,"-","THEMIS"
"chr21",22114913,22175426,60514,"-","LINC00320"
"chr13",27844464,27847827,3364,"+","RASL11A"
"chr12",53342655,53346685,4031,"+","KRT18"
"chr1",6307406,6321035,13630,"-","GPR153"
"chr20",48740274,48770335,30062,"-","TMEM189"
"chr20",48697661,48770335,72675,"-","TMEM189-UBE2V1"
"chr22",17082801,17179521,96721,"+","TPTEP1"
"chr1",166882441,166944561,62121,"-","ILDR2"
"chr11",62931296,62997124,65829,"-","SLC22A25"
"chr9",46687557,46746820,59264,"+","FGF7P6"
"chr10",21414692,21435488,20797,"-","C10orf113"
"chr10",21802409,21814611,12203,"-","SKIDA1"
"chr10",27220135,27230930,10796,"-","LINC00202-1"
"chr10",27534782,27541235,6454,"-","LRRC37A6P"
"chr10",29698483,29776785,78303,"+","PTCHD3P1"
"chr10",51827684,51893269,65586,"+","FAM21A"
"chr10",82297658,82406316,108659,"+","SH2D4B"
"chr10",85933554,85945050,11497,"+","C10orf99"
"chr10",91190051,91295313,105263,"-","SLC16A12"
"chr10",97733786,97792441,58656,"+","CC2D2B"
"chr10",118609023,118642112,33090,"+","ENO4"
"chr10",124214179,124216868,2690,"+","ARMS2"
"chr10",127265273,127371713,106441,"-","TEX36"
"chr10",131862162,131909081,46920,"-","LINC00959"
"chr11",298201,299526,1326,"-","IFITM5"
"chr11",1686829,1689086,2258,"+","FAM99A"
"chr11",5757678,5758768,1091,"+","OR56B1"
"chr11",6734381,6743110,8730,"-","GVINP1"
"chr11",15133970,15268756,134787,"+","INSC"
"chr11",27015628,27018632,3005,"+","FIBIN"
"chr11",43964106,43965433,1328,"+","C11orf96"
"chr11",62921979,63137190,215212,"+","SLC22A10"
"chr11",64937707,64940688,2982,"+","SPDYC"
"chr11",74202923,74204755,1833,"-","LIPT2"
"chr11",93553735,93583668,29934,"-","VSTM5"
"chr12",10051272,10084980,33709,"-","CLEC2A"
"chr12",10163231,10171399,8169,"+","CLEC12B"
"chr12",13028411,13029070,660,"+","RPL13AP20"
"chr12",27849428,27850566,1139,"+","REP15"
"chr12",48577366,48579709,2344,"+","CCDC184"
"chr12",105724414,105765296,40883,"+","C12orf75"
"chr12",113587663,113597081,9419,"+","CFAP73"
"chr12",120031264,120079363,48100,"+","TMEM233"
"chr12",123868704,123893900,25197,"+","KMT5A"
"chr12",127215247,127256808,41562,"-","LINC00944"
"chr13",24465238,24471641,6404,"-","C1QTNF9B"
"chr13",26618735,26625198,6464,"-","SHISA2"
"chr13",39612448,39624244,11797,"+","NHLRC3"
"chr13",44947978,44971850,23873,"+","SERP2"
"chr14",29241910,29264000,22091,"+","LINC01551"
"chr14",58862644,58875419,12776,"+","TOMM20L"
"chr2",20646835,20649201,2367,"+","RHOB"
"chr17",39679869,39684641,4773,"-","KRT19"
"chr14",95107062,95113331,6270,"+","SERPINA13P"
"chr14",98391947,98444461,52515,"-","LINC01550"
"chr14",101346992,101351184,4193,"-","RTL1"
"chr14",105060420,105071097,10678,"-","TMEM179"
"chr17",39549977,39553844,3868,"-","KRT31"
"chr15",40623653,40633168,9516,"-","C15orf52"
"chr15",51348799,51397473,48675,"-","TNFAIP8L3"
"chr15",62455737,62457482,1746,"-","C2CD4B"
"chr15",74032141,74043816,11676,"-","C15orf59"
"chr15",84867600,84898920,31321,"-","GOLGA2P7"
"chr15",85070427,85114026,43600,"-","UBE2Q2P1"
"chr15",100884662,100890923,6262,"-","SPATA41"
"chr16",855443,863861,8419,"+","PRR25"
"chr17",39615765,39623638,7874,"-","KRT32"
"chr16",28303840,28335170,31331,"+","SBK1"
"chr16",46835959,46865074,29116,"-","C16orf87"
"chr16",52060264,52107847,47584,"-","C16orf97"
"chr16",57844549,57850831,6283,"+","LOC388282"
"chr16",67700717,67702661,1945,"+","C16orf86"
"chr17",39502345,39507064,4720,"-","KRT33A"
"chr17",4692254,4693884,1631,"+","GLTPD2"
"chr17",4891425,4900905,9481,"-","INCA1"
"chr17",5112216,5138155,25940,"-","SCIMP"
"chr17",8656424,8661877,5454,"-","SPDYE4"
"chr17",10616639,10633646,17008,"-","TMEM220"
"chr17",11144740,11467380,322641,"+","SHISA6"
"chr17",16345319,16395505,50187,"-","LRRC75A"
"chr17",28643366,28661065,17700,"-","TMIGD1"
"chr17",34538468,34641846,103379,"+","CCL4L1"
"chr17",36991341,36997642,6302,"-","C17orf98"
"chr17",41026691,41050751,24061,"-","LINC00671"
"chr17",42977080,42981047,3968,"+","CCDC103"
"chr17",45055522,45056614,1093,"-","RPRML"
"chr17",39519746,39526052,6307,"-","KRT33B"
"chr17",57409053,57479095,70043,"+","YPEL2"
"chr17",59489112,59490641,1530,"+","C17orf82"
"chr17",72352555,72357958,5404,"-","BTBD17"
"chr17",79139307,79156964,17658,"+","AATK-AS1"
"chr18",14511737,14543599,31863,"-","POTEC"
"chr19",7943517,7945117,1601,"-","LYPLA2P2"
"chr17",39533921,39538636,4716,"-","KRT34"
"chr19",10152032,10184813,32782,"+","C3P1"
"chr19",12203078,12225494,22417,"+","ZNF788"
"chr19",14693896,14721956,28061,"+","CLEC17A"
"chr19",15870144,15890798,20655,"-","CYP4F24P"
"chr19",23157685,23186010,28326,"-","ZNF728"
"chr19",23945816,24010919,65104,"+","RPSAP58"
"chr19",33166313,33169206,2894,"+","RGS9BP"
"chr19",35978226,35981433,3208,"-","KRTDAP"
"chr19",37309224,37341689,32466,"-","ZNF790"
"chr19",45041045,45060150,19106,"-","CEACAM22P"
"chr19",45202421,45213986,11566,"+","CEACAM16"
"chr19",45682003,45685058,3056,"+","BLOC1S3"
"chr19",46242888,46262748,19861,"+","BHMG1"
"chr19",46623328,46627931,4604,"-","IGFL3"
"chr19",53030909,53067717,36809,"+","ZNF808"
"chr19",53935227,53961515,26289,"+","ZNF761"
"chr19",55890612,55895627,5016,"-","TMEM238"
"chr19",57078890,57100278,21389,"+","ZNF470"
"chr19",57946693,57957191,10499,"+","ZNF749"
"chr19",58962971,58969199,6229,"+","ZNF324B"
"chr17",81174666,81188573,13908,"+","RPL23AP87"
"chr1",1177826,1182102,4277,"-","FAM132A"
"chr1",2460184,2461684,1501,"-","HES5"
"chr1",3689334,3692546,3213,"+","SMIM1"
"chr1",6266189,6281359,15171,"+","RNF207"
"chr1",16068987,16074292,5306,"+","TMEM82"
"chr17",39632941,39637392,4452,"-","KRT35"
"chr1",27320195,27327377,7183,"+","TRNP1"
"chr1",27705596,27709805,4210,"-","CD164L2"
"chr1",48226200,48462562,236363,"-","TRABD2B"
"chr1",54472971,54483859,10889,"-","LDLRAD1"
"chr1",89597434,89641723,44290,"-","GBP7"
"chr1",92683573,92711367,27795,"+","C1orf146"
"chr1",93298286,93427079,128794,"-","FAM69A"
"chr1",110693132,110744823,51692,"+","SLC6A17"
"chr1",145209111,145295525,86415,"+","NOTCH2NL"
"chr1",147835127,148176401,341275,"-","LINC01138"
"chr1",149279476,149291742,12267,"+","LOC388692"
"chr1",151132224,151138424,6201,"-","LYSMD1"
"chr1",152184552,152196672,12121,"-","HRNR"
"chr1",152321213,152332482,11270,"-","FLG2"
"chr12",52679697,52702155,22459,"-","KRT81"
"chr1",154171562,154178841,7280,"-","C1orf189"
"chr1",171106879,171130702,23824,"+","FMO6P"
"chr1",182376756,182383948,7193,"+","LINC00272"
"chr1",197871682,197876497,4816,"+","C1orf53"
"chr1",205052257,205053588,1332,"-","TMEM81"
"chr1",223714972,223853436,138465,"-","CAPN8"
"chr1",234509214,234519795,10582,"+","COA6"
"chr1",247273462,247275719,2258,"-","C1orf229"
"chr1",248285438,248286082,645,"+","OR2M1P"
"chr20",18548073,18550203,2131,"+","LINC00493"
"chr20",37049239,37064018,14780,"-","SNHG17"
"chr20",55099785,55111574,11790,"+","FAM209B"
"chr12",52787735,52800176,12442,"-","KRT82"
"chr21",15964484,16015428,50945,"-","LOC388813"
"chr21",17442842,17982094,539253,"+","MIR99AHG"
"chr21",31691450,31692607,1158,"-","KRTAP26-1"
"chr22",20136109,20137431,1323,"-","CCDC188"
"chr22",24981591,24989035,7445,"-","LRRC75B"
"chr12",52708085,52715182,7098,"-","KRT83"
"chr22",42665759,42670868,5110,"+","OGFRP1"
"chr22",44965220,44968329,3110,"+","LINC00207"
"chr2",24232953,24247145,14193,"+","MFSD2B"
"chr2",29284556,29297127,12572,"-","C2orf71"
"chr2",42104695,42121186,16492,"+","LOC388942"
"chr2",46706704,46711564,4861,"+","TMEM247"
"chr2",47043807,47049799,5993,"+","LINC01118"
"chr2",54480315,54483409,3095,"-","TSPYL6"
"chr2",74011316,74044274,32959,"+","C2orf78"
"chr2",74362528,74375039,12512,"-","BOLA3"
"chr2",74641303,74644844,3542,"-","C2orf81"
"chr2",84517806,84519324,1519,"+","FUNDC2P2"
"chr2",85832376,85839179,6804,"-","C2orf68"
"chr1",113243749,113250025,6277,"-","RHOC"
"chr12",52771596,52779417,7822,"-","KRT84"
"chr2",103089762,103150431,60670,"+","SLC9A4"
"chr2",115901625,115918920,17296,"-","DPP10-AS1"
"chr2",130680435,130691890,11456,"-","LOC389033"
"chr2",132160474,132165801,5328,"+","LINC01120"
"chr2",171571857,171574498,2642,"+","SP5"
"chr2",208686012,208890284,204273,"-","PLEKHM3"
"chr2",209030071,209054773,24703,"-","C2orf80"
"chr2",220192131,220197899,5769,"-","RESP18"
"chr2",233734994,233741107,6114,"+","C2orf82"
"chr2",240968908,240969846,939,"-","OR6B2"
"chr12",52753790,52761309,7520,"-","KRT85"
"chr3",42947402,42960825,13424,"+","ZNF662"
"chr3",49828167,49837254,9088,"-","CDHR4"
"chr3",49840687,49842463,1777,"+","FAM212A"
"chr3",51895645,51897440,1796,"+","IQCF2"
"chr3",51907737,51909600,1864,"-","IQCF5"
"chr3",52863876,52869318,5443,"-","MUSTN1"
"chr3",86987123,87040257,53135,"-","VGLL3"
"chr3",138737873,138739768,1896,"-","PRR23B"
"chr3",138760944,138763734,2791,"-","PRR23C"
"chr3",146294395,146324003,29609,"-","PLSCR5"
"chr3",149478890,149510610,31721,"-","ANKUB1"
"chr3",156544096,156763918,219823,"+","LEKR1"
"chr3",171561139,171577108,15970,"+","TMEM212"
"chr12",52643084,52702947,59864,"+","KRT86"
"chr4",25915814,25931501,15688,"+","SMIM20"
"chr4",42112870,42154895,42026,"-","BEND4"
"chr4",42895283,43032675,137393,"+","GRXCR1"
"chr4",68918916,68995587,76672,"-","TMPRSS11F"
"chr4",184415890,184425668,9779,"-","LOC389247"
"chr5",191626,195468,3843,"+","LRRC14B"
"chr5",43039182,43040447,1266,"-","ANXA2R"
"chr5",125967414,125971974,4561,"+","TEX43"
"chr5",135527156,135528851,1696,"-","LOC389332"
"chr5",138727635,138730885,3251,"-","PROB1"
"chr5",147269579,147286101,16523,"-","C5orf46"
"chr5",148961135,149014527,53393,"+","ARHGEF37"
"chr6",3259162,3268300,9139,"+","PSMG4"
"chr6",35744392,35747329,2938,"+","CLPSL2"
"chr6",36283535,36304662,21128,"-","C6orf222"
"chr6",49467671,49495777,28107,"+","GLYATL3"
"chr6",55192267,55267291,75025,"+","GFRAL"
"chr6",105404923,105531207,126285,"+","LIN28B"
"chr6",147829828,147891157,61330,"+","SAMD5"
"chr6",150690028,150725765,35738,"+","IYD"
"chr7",5111691,5112854,1164,"+","RBAKDN"
"chr7",56182374,56184090,1717,"-","NUPR2"
"chr14",56046925,56151302,104378,"+","KTN1"
"chr7",74508347,74565623,57277,"+","GTF2IRD2B"
"chr7",97503667,97601638,97972,"-","MGC72080"
"chr7",99746530,99751833,5304,"+","LAMTOR4"
"chr7",121941448,121944565,3118,"-","FEZF1"
"chr7",135414346,135433594,19249,"-","FAM180A"
"chr8",6666041,6693166,27126,"-","XKR5"
"chr8",12272030,12275541,3512,"-","FAM90A25P"
"chr12",8509560,8549399,39840,"-","LINC00937"
"chr8",23082734,23088439,5706,"+","LOC389641"
"chr8",27879481,27941388,61908,"-","NUGGC"
"chr8",38368352,38386180,17829,"-","C8orf86"
"chr8",53446597,53478021,31425,"-","FAM150A"
"chr8",71581600,71648177,66578,"+","XKR9"
"chr8",94146324,94179079,32756,"-","C8orf87"
"chr8",94743731,94753224,9494,"-","RBM12B"
"chr8",142443929,142517330,73402,"-","MROH5"
"chr8",144510230,144512602,2373,"-","MAFA"
"chrX",153126969,153151628,24660,"-","L1CAM"
"chr9",14993325,15019722,26398,"+","LOC389705"
"chr9",34830264,34838583,8320,"-","FAM205BP"
"chr9",43624502,43630730,6229,"-","SPATA31A6"
"chr9",41952396,41955076,2681,"-","GLIDR"
"chr9",84543343,84549913,6571,"+","SPATA31D4"
"chr9",84558415,84565009,6595,"+","SPATA31D3"
"chr9",84603687,84610171,6485,"+","SPATA31D1"
"chr9",88420917,88457794,36878,"+","LOC389765"
"chr9",88835180,88874572,39393,"-","C9orf153"
"chr9",130890808,130892913,2106,"+","PTGES2-AS1"
"chr9",131937831,131940540,2710,"-","IER5L"
"chr9",135285611,135448675,163065,"+","CFAP77"
"chr1",201349966,201368669,18704,"-","LAD1"
"chr9",139654086,139658965,4880,"-","LCN15"
"chr9",139738867,139741797,2931,"+","C9orf172"
"chr9",140063212,140064491,1280,"-","LRRC26"
"chr9",136379708,136390068,10361,"-","TMEM8C"
"chr7_gl000195_random",42938,86719,43782,"-","LOC389831"
"chrUn_gl000218",46845,55049,8205,"-","LOC389834"
"chrX",19378176,19533379,155204,"-","MAP3K15"
"chrX",47863734,47991997,128264,"+","SPACA5"
"chrX",49644470,49647168,2699,"+","USP27X"
"chrX",55101489,55119260,17772,"+","PAGE2B"
"chrX",73524025,73524869,845,"+","ZCCHC13"
"chrX",139173826,139175070,1245,"+","LOC389895"
"chrX",142967173,142968357,1185,"+","UBE2NL"
"chr2",100163716,100759037,595322,"-","AFF3"
"chrX",3735576,3761935,26360,"-","LOC389906"
"chr10",4913859,4958465,44607,"-","AKR1C6P"
"chr10",16555742,16564004,8263,"-","C1QL3"
"chr6",160182989,160200087,17099,"+","ACAT2"
"chr2",151324707,151344209,19503,"-","RND3"
"chr10",114067936,114116353,48418,"-","GUCY2GP"
"chr10",126135998,126138550,2553,"-","NKX1-2"
"chr11",4510109,4511138,1030,"+","OR52K1"
"chr11",4615269,4616243,975,"+","OR52I1"
"chr11",4660945,4662068,1124,"+","OR51D1"
"chr11",5152922,5153872,951,"-","OR52A5"
"chr11",5372738,5373676,939,"+","OR51B6"
"chr11",5410607,5411664,1058,"+","OR51M1"
"chr11",5443341,5444436,1096,"+","OR51Q1"
"chr11",5461772,5462783,1012,"-","OR51I1"
"chr11",5474638,5475707,1070,"+","OR51I2"
"chr11",5509915,5510978,1064,"+","OR52D1"
"chr11",5565791,5566753,963,"-","OR52H1"
"chr11",5775923,5776959,1037,"+","OR52N4"
"chr11",5798864,5799897,1034,"-","OR52N5"
"chr11",5841566,5842531,966,"+","OR52N2"
"chr11",5862186,5863127,942,"-","OR52E6"
"chr11",5877979,5878932,954,"-","OR52E8"
"chr11",5905523,5906461,939,"+","OR52E4"
"chr11",5968577,5969524,948,"+","OR56A3"
"chr11",5988783,5989724,942,"-","OR56A5"
"chr11",7949265,7950209,945,"-","OR10A6"
"chr11",44069531,44081527,11997,"+","ACCSL"
"chr11",48285413,48286330,918,"+","OR4X1"
"chr11",55540914,55541858,945,"+","OR5D13"
"chr11",55606228,55607214,987,"+","OR5D16"
"chr11",55681126,55682058,933,"-","OR5W2"
"chr11",55872519,55873457,939,"+","OR8H2"
"chr11",55889849,55890787,939,"+","OR8H3"
"chr11",56019676,56020698,1023,"+","OR5T3"
"chr11",56043115,56044095,981,"+","OR5T1"
"chr11",56113515,56114474,960,"+","OR8K1"
